"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2023-04-27","09:32:00",4078.72,"1 Apr 27 4075 P BTO 7.20 | 1 Apr 27 4075 C BTO 11.65",-1895,4135.35,"2023-04-27","16:00:00",-6035,"Expired",4137.5,1,350535.04,1895,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,17.99,16.99,19.3,3.43,235.36,-1.58
"2023-04-26","15:40:00",4051.33,"1 Apr 27 4055 P STO 15.10 | 1 Apr 27 4095 C STO 1.60 | 1 May 1 4055 P BTO 27.75 | 1 May 3 4095 C BTO 20.70",-3195,4122.03,"2023-04-27","13:55:00",-2795,"Exited at Specified Time",-410,1,337876.78,3195,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.34,0.496,19.37,17.19,16.15,-36.45,12.21,-14.4
"2023-04-26","09:45:00",4076.52,"1 Apr 26 4005 P BTO 0.35",-35,4055.99,"2023-04-26","16:00:00",0,"Expired",-35,1,338874.36,35,"Blackswan hedge",0,0,0,0,18.91,19.06,16.15,-11.26,57.14,-100
"2023-04-26","09:35:00",4079.49,"1 Apr 26 4055 P STO 3.45 | 1 Apr 26 4100 C STO 2.90 | 1 Apr 26 4030 P BTO 0.95 | 1 Apr 26 4125 C BTO 0.35",485,4055.99,"2023-04-26","16:00:00",0,"Expired",480,1,339354.36,2015,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,4.88,2.5,18.81,19.06,16.15,-8.29,100,-20.62
"2023-04-26","09:32:00",4081.36,"1 Apr 26 4060 P STO 4.25 | 1 Apr 26 4035 P BTO 1.20",290,4055.99,"2023-04-26","16:00:00",401,"Expired",-113.5,1,339240.86,2210,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.54,66,18.87,19.06,16.15,-6.42,84.48,-241.38
"2023-04-25","10:51:00",4110.09,"1 Apr 25 4100 P STO 3.35 | 1 Apr 25 4075 P BTO 0.40",280,4071.63,"2023-04-25","16:00:00",2500,"Expired",-2222.5,1,340162.36,2220,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,8.38,9.821,17.89,19.62,-10.61,-16.34,46.43,-792.86
"2023-04-25","09:45:00",4122.08,"1 Apr 25 4080 P BTO 0.35",-35,4071.63,"2023-04-25","16:00:00",-837,"Expired",802,1,340964.36,35,"Blackswan hedge",0,0,0,0,17.33,19.62,-10.61,-4.35,2757.14,-14.29
"2023-04-25","09:35:00",4121.17,"1 Apr 25 4105 P STO 2.70 | 1 Apr 25 4135 C STO 2.65 | 1 Apr 25 4080 P BTO 0.45 | 1 Apr 25 4160 C BTO 0.20",450,4071.63,"2023-04-25","16:00:00",2500,"Expired",-2055,1,338909.36,2050,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,8.23,3.939,17.54,19.62,-10.61,-5.26,33.33,-457.78
"2023-04-24","15:05:00",4133.52,"1 Apr 26 4105 P STO 6.35 | 1 Apr 26 4160 C STO 5.40 | 1 Apr 28 4105 P BTO 13.55 | 1 Apr 28 4160 C BTO 12.90",-1473,4077.32,"2023-04-25","14:23:00",-1112,"Above Delta",-366.2,1,342384.86,1473,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.44,0.753,16.93,19.83,-1.45,1.45,4.89,-24.3
"2023-04-24","11:43:00",4120.46,"1 May 1 4110 P STO 24.95 | 1 May 1 4100 P BTO 21.55",335,4167.87,"2023-05-01","16:00:00",0,"Expired",331.44,1,354476.62,665,"New JonE 42 Delta",3.56,0,1.16,1,17.61,16.13,-1.45,-11.61,100,-137.31
"2023-04-24","10:10:00",4137.45,"1 Apr 26 4120 P STO 11.30 | 1 Apr 26 4190 C STO 2.10 | 1 Apr 28 4120 P BTO 18.00 | 1 Apr 28 4190 C BTO 6.40",-1115,4083.07,"2023-04-25","13:17:00",-795,"Above Delta",-334.4,1,342751.06,1115,"R7. Gabo - DC SPX Lunes 2/4 VIX 9D",7.2,7.2,0.55,0.834,17.21,19.25,-1.45,5.38,5.38,-27.8
"2023-04-24","09:45:00",4139.51,"1 Apr 24 4085 P BTO 0.35",-35,4137.04,"2023-04-24","16:00:00",0,"Expired",-35,1,343085.46,35,"Blackswan hedge",0,0,0,0,17.31,16.78,-1.45,7.44,28.57,-100
"2023-04-24","09:35:00",4136.44,"2 May 3 4075 P STO 19.45 | 2 May 3 4190 C STO 16.95 | 2 May 17 4075 P BTO 39.10 | 2 May 17 4190 C BTO 36.35",-3915,4135.18,"2023-05-03","14:02:00",-4825,"Below Short/Long Ratio",1799.52,2,354216.04,7830,"A New 9/23 mod2",14.24,6.24,0.48,0.076,17.34,17.67,-1.45,4.37,28.74,-17.88
"2023-04-24","09:35:00",4136.44,"1 Apr 24 4115 P STO 2.20 | 1 Apr 24 4150 C STO 2.60 | 1 Apr 24 4090 P BTO 0.55 | 1 Apr 24 4175 C BTO 0.25",380,4137.04,"2023-04-24","16:00:00",0,"Expired",375,1,342847.96,2120,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6,1,17.34,16.78,-1.45,4.37,100,-32.89
"2023-04-24","09:32:00",4133.6,"1 Apr 24 4120 P STO 3.65 | 1 Apr 24 4095 P BTO 0.75",275,4137.04,"2023-04-24","16:00:00",0,"Expired",272.5,1,343120.46,2225,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,4.87,1,17.4,16.78,-1.45,1.53,100,-130.91
"2023-04-21","09:45:00",4131.35,"1 Apr 21 4075 P BTO 0.40",-40,4133.52,"2023-04-21","16:00:00",0,"Expired",-40,1,341780.46,40,"Blackswan hedge",0,0,0,0,16.81,16.7,2.35,-0.79,137.5,-100
"2023-04-21","09:35:00",4130.33,"1 Apr 21 4110 P STO 3.50 | 1 Apr 21 4150 C STO 2.25 | 1 Apr 21 4085 P BTO 0.75 | 1 Apr 21 4175 C BTO 0.25",455,4133.52,"2023-04-21","16:00:00",0,"Expired",450,1,342230.46,2045,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.75,1,17.29,16.7,2.35,-1.81,100,-29.67
"2023-04-21","09:32:00",4133.85,"1 Apr 21 4115 P STO 3.40 | 1 Apr 21 4090 P BTO 0.80",245,4133.52,"2023-04-21","16:00:00",0,"Expired",242.5,1,342472.96,2255,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,4.25,1,17.21,16.7,2.35,1.71,100,-167.35
"2023-04-20","10:14:00",4135.42,"1 Apr 20 4120 P STO 2.90 | 1 Apr 20 4095 P BTO 0.50",225,4129.79,"2023-04-20","16:00:00",0,"Expired",222.5,1,341460.46,2275,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,5.8,1,16.89,17.22,-24.04,4.94,100,-195.56
"2023-04-20","09:45:00",4131.89,"1 Apr 20 4080 P BTO 0.35",-35,4129.79,"2023-04-20","16:00:00",0,"Expired",-35,1,341425.46,35,"Blackswan hedge",0,0,0,0,16.97,17.22,-24.04,1.41,14.29,-100
"2023-04-20","09:35:00",4128.13,"1 Apr 20 4110 P STO 2.85 | 1 Apr 20 4150 C STO 2.20 | 1 Apr 20 4085 P BTO 0.55 | 1 Apr 20 4175 C BTO 0.30",400,4129.79,"2023-04-20","16:00:00",0,"Expired",395,1,341820.46,2100,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.94,1,17.12,17.22,-24.04,-2.35,100,-5
"2023-04-20","09:32:00",4125.59,"2 Jun 9 3910 P STO 35.35 | 1 Jun 9 3960 P BTO 43.10 | 1 Jun 9 3810 P BTO 23.85",350,4140.71,"2023-05-12","09:32:00",170,"Profit Target",170,1,359917.9,4650,"BWB Gap Down - Max 3 Open",5,5,1.06,1.049,17.35,16.6,-24.04,-4.89,68.57,-114.29
"2023-04-19","15:40:00",4155.15,"1 Apr 20 4155 P STO 10.50 | 1 Apr 20 4190 C STO 1.35 | 1 Apr 24 4155 P BTO 19.80 | 1 Apr 26 4190 C BTO 12.95",-2110,4148.39,"2023-04-20","13:55:00",-2010,"Exited at Specified Time",-110,1,341237.96,2110,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.36,0.293,16.24,16.36,-15.54,15.82,0.47,-39.81
"2023-04-19","14:01:00",4161.74,"1 Apr 19 4155 P STO 2.60 | 1 Apr 19 4115 P BTO 0.15",235,4154.52,"2023-04-19","16:00:00",48,"Expired",184.5,1,341029.72,3765,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,17.33,13,16.29,16.32,-15.54,22.41,79.57,-151.06
"2023-04-19","11:16:00",4147.74,"2 Apr 19 4175 C STO 0.40 | 1 Apr 19 4145 C BTO 8.70 | 1 Apr 19 4205 C BTO 0.10",-810,4154.52,"2023-04-19","16:00:00",-952,"Expired",137,1,340906.58,810,"R9. MAD ORB Replacement Bfly",5,0,0.09,0.009,16.35,16.32,-15.54,8.41,93.83,-34.57
"2023-04-19","10:39:00",4143.09,"1 Apr 19 4135 P BTO 4.45 | 1 Apr 19 4145 C BTO 6.50 | 1 Apr 19 4165 C STO 0.95",-1010,4154.52,"2023-04-19","16:00:00",-952,"Expired",-61.36,1,340845.22,1010,"Ric Intraday swan net",3.36,0,0.09,0.005,16.64,16.32,-15.54,3.76,42.08,-45.54
"2023-04-19","10:39:00",4143.09,"1 Apr 19 4145 C BTO 6.50 | 1 Apr 19 4165 C STO 0.95",-565,4152.71,"2023-04-19","15:56:00",-775,"Exited at Specified Time",204.88,1,340769.58,1010,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.15,0.006,16.64,16.33,-15.54,3.76,152.21,-10.62
"2023-04-19","10:39:00",4143.09,"1 Apr 19 4135 P BTO 4.45",-455,4154.29,"2023-04-19","13:06:00",-65,"Stop Loss",-392.56,1,340090.9,1010,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,16.64,16.37,-15.54,3.76,0,-85.71
"2023-04-19","09:45:00",4135.5,"1 Apr 19 4080 P BTO 0.35",-35,4154.52,"2023-04-19","16:00:00",0,"Expired",-35,1,340994.72,35,"Blackswan hedge",0,0,0,0,16.82,16.32,-15.54,-3.83,0,-100
"2023-04-19","09:40:00",4135.07,"1 Apr 19 4140 C BTO 7.10 | 1 Apr 19 4180 C STO 0.30",-690,4154.52,"2023-04-19","16:00:00",-1452,"Expired",758.74,1,341753.46,1585,"McRib Deluxe - 1 Con",3.26,0,0.04,0.004,16.74,16.32,-15.54,-4.26,222.46,-7.25
"2023-04-19","09:40:00",4135.07,"1 Apr 19 4135 P BTO 9.10 | 1 Apr 19 4055 P STO 0.15",-905,4152.06,"2023-04-19","12:33:00",-105,"Underlying Price Move Up",-806.52,1,340483.46,1585,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.08,16.74,16.31,-15.54,-4.26,6.63,-87.29
"2023-04-19","09:32:00",4136.12,"1 Apr 19 4140 P BTO 10.90 | 1 Apr 19 4140 C BTO 7.55",-1855,4154.52,"2023-04-19","16:00:00",-1452,"Expired",-405.5,1,341347.96,1855,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,16.82,16.32,-15.54,-3.21,26.95,-46.36
"2023-04-18","09:45:00",4166.06,"1 Apr 18 4115 P BTO 0.35",-35,4154.87,"2023-04-18","16:00:00",0,"Expired",-35,1,340572.48,35,"Blackswan hedge",0,0,0,0,16.86,16.82,12.94,1.8,385.71,-100
"2023-04-18","09:35:00",4164.2,"1 Apr 18 4145 P STO 2.50 | 1 Apr 18 4180 C STO 2.70 | 1 Apr 18 4120 P BTO 0.50 | 1 Apr 18 4205 C BTO 0.25",425,4154.87,"2023-04-18","16:00:00",0,"Expired",420,1,340992.48,2075,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6.93,1,16.95,16.82,12.94,-0.06,100,-100
"2023-04-18","09:32:00",4162.86,"1 Apr 18 4150 P STO 3.85 | 1 Apr 18 4125 P BTO 0.70",300,4154.87,"2023-04-18","16:00:00",0,"Expired",297.5,1,341289.98,2200,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,5.5,1,17,16.82,12.94,-1.4,100,-250
"2023-04-17","15:05:00",4141.58,"1 Apr 19 4115 P STO 6.15 | 1 Apr 19 4170 C STO 5.15 | 1 Apr 21 4115 P BTO 11.45 | 1 Apr 21 4170 C BTO 11.00",-1118,4155.48,"2023-04-19","14:45:00",-1597,"Exited at Specified Time",473.8,1,340564.7,1118,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.5,0.03,16.98,16.4,-0.47,4.41,44.9,-1.61
"2023-04-17","09:45:00",4141.04,"1 Apr 17 4090 P BTO 0.35",-35,4151.32,"2023-04-17","16:00:00",0,"Expired",-35,1,339553.54,35,"Blackswan hedge",0,0,0,0,17.47,16.94,-0.47,3.87,28.57,-100
"2023-04-17","09:35:00",4137.97,"1 Apr 17 4120 P STO 3.05 | 1 Apr 17 4155 C STO 2.40 | 1 Apr 17 4095 P BTO 0.55 | 1 Apr 17 4180 C BTO 0.25",445,4151.32,"2023-04-17","16:00:00",0,"Expired",440,1,339993.54,2055,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6.81,1,17.61,16.94,-0.47,0.8,100,-12.36
"2023-04-17","09:32:00",4135.85,"1 Apr 17 4120 P STO 3.40 | 1 Apr 17 4095 P BTO 0.60",265,4151.32,"2023-04-17","16:00:00",0,"Expired",262.5,1,340256.04,2235,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,5.67,1,17.72,16.94,-0.47,-1.32,100,-66.04
"2023-04-14","09:45:00",4155.26,"1 Apr 14 4095 P BTO 0.40",-40,4137.64,"2023-04-14","16:00:00",0,"Expired",-40,1,338946.04,40,"Blackswan hedge",0,0,0,0,17.65,17.12,-6.11,15.15,225,-100
"2023-04-14","09:37:00",4148.22,"1 Apr 14 4130 P STO 3.65 | 1 Apr 14 4105 P BTO 0.75",275,4137.64,"2023-04-14","16:00:00",0,"Expired",272.5,1,339218.54,2225,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,4.87,1,17.7,17.12,-6.11,8.11,100,-430.91
"2023-04-14","09:35:00",4143.97,"1 Apr 14 4120 P STO 2.50 | 1 Apr 14 4165 C STO 2.30 | 1 Apr 14 4095 P BTO 0.55 | 1 Apr 14 4190 C BTO 0.30",375,4137.64,"2023-04-14","16:00:00",0,"Expired",370,1,339588.54,2125,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.65,1,17.79,17.12,-6.11,3.86,100,-142.67
"2023-04-13","14:00:00",4138.66,"1 Apr 13 4135 P STO 3.85 | 1 Apr 13 4095 P BTO 0.20",355,4146.22,"2023-04-13","16:00:00",0,"Expired",352.5,1,329276.16,3645,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,19.25,1,18.17,17.83,8.09,38.62,100,-7.04
"2023-04-13","11:37:00",4120.76,"1 Apr 13 4120 C BTO 8.00 | 1 Apr 13 4200 C BTO 0.05 | 2 Apr 13 4160 C STO 0.15",-780,4146.22,"2023-04-13","16:00:00",-2622,"Expired",1837,1,338786.04,780,"R2. Jiji ORB Call Butterfly",5,0,0.04,0.004,18.17,17.83,8.09,20.72,277.56,-28.85
"2023-04-13","11:15:00",4117.34,"2 Apr 13 4140 C STO 0.95 | 1 Apr 13 4110 C BTO 12.50 | 1 Apr 13 4170 C BTO 0.10",-1080,4146.22,"2023-04-13","16:00:00",-2378,"Expired",1293,1,336984.04,1080,"R9. MAD ORB Replacement Bfly",5,0,0.15,0.347,18.22,17.83,8.09,17.3,137.5,-7.41
"2023-04-13","10:30:00",4119.49,"1 Apr 13 4110 P BTO 5.40 | 1 Apr 13 4120 C BTO 8.60 | 1 Apr 13 4140 C STO 1.80",-1230,4146.22,"2023-04-13","16:00:00",-2000,"Expired",766.64,1,335691.04,1230,"Ric Intraday swan net",3.36,0,0.13,0.232,18.33,17.83,8.09,19.45,63.01,-22.76
"2023-04-13","10:30:00",4119.49,"1 Apr 13 4120 C BTO 8.60 | 1 Apr 13 4140 C STO 1.80",-690,4146.3,"2023-04-13","15:56:00",-1970,"Exited at Specified Time",1274.88,1,328923.66,1230,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.21,0.251,18.33,17.83,8.09,19.45,189.13,-32.61
"2023-04-13","10:30:00",4119.49,"1 Apr 13 4110 P BTO 5.40",-550,4131.86,"2023-04-13","13:13:00",-120,"Underlying Price Move Up",-432.56,1,327648.78,1230,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,18.33,18.05,8.09,19.45,30,-80.91
"2023-04-13","10:05:00",4105.02,"1 Apr 13 4110 C BTO 6.60 | 1 Apr 13 4150 C STO 0.25",-645,4146.22,"2023-04-13","16:00:00",-3622,"Expired",2973.74,1,334924.4,1505,"McRib Deluxe - 1 Con",3.26,0,0.04,0.001,18.49,17.83,8.09,4.98,488.37,0
"2023-04-13","10:05:00",4105.02,"1 Apr 13 4105 P BTO 8.80 | 1 Apr 13 4025 P STO 0.20",-870,4121.71,"2023-04-13","11:41:00",-220,"Underlying Price Move Up",-656.52,1,327626.34,1505,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.042,18.49,18.18,8.09,4.98,0,-73.56
"2023-04-13","09:45:00",4103.89,"1 Apr 13 4040 P BTO 0.35",-35,4146.22,"2023-04-13","16:00:00",0,"Expired",-35,1,336949.04,35,"Blackswan hedge",0,0,0,0,18.65,17.83,8.09,3.85,0,-100
"2023-04-13","09:32:00",4104.22,"1 Apr 13 4100 P BTO 7.50 | 1 Apr 13 4100 C BTO 11.85",-1945,4146.22,"2023-04-13","16:00:00",-4622,"Expired",2674.5,1,331950.66,1945,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,18.56,17.83,8.09,4.18,156.3,-4.88
"2023-04-12","15:40:00",4094.44,"1 Apr 13 4095 P STO 14.50 | 1 Apr 13 4140 C STO 1.60 | 1 Apr 17 4095 P BTO 24.95 | 1 Apr 19 4140 C BTO 14.10",-2315,4123.16,"2023-04-13","12:03:00",-2780,"Profit Target",455,1,328081.34,2315,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.41,0.068,19.04,18.13,12.78,-27.28,20.95,-7.13
"2023-04-12","10:38:00",4111.1,"1 Apr 17 4100 P STO 22.00 | 1 Apr 17 4090 P BTO 18.40",355,4151.32,"2023-04-17","16:00:00",0,"Expired",351.44,1,340607.48,645,"New JonE 42 Delta",3.56,0,1.2,1,19.09,16.94,12.78,-10.62,100,-38.03
"2023-04-12","10:17:00",4130.36,"1 Apr 12 4130 P BTO 10.10 | 1 Apr 12 4050 P STO 0.25",-995,4093.37,"2023-04-12","15:45:00",-3640,"Exited at Specified Time",2638.48,1,327395.84,1760,"McRib Deluxe - 1 Con",3.26,3.26,0.02,0.001,18.51,19.08,12.78,8.64,318.09,-23.62
"2023-04-12","10:17:00",4130.36,"1 Apr 12 4135 C BTO 8.20 | 1 Apr 12 4175 C STO 0.55",-775,4105.28,"2023-04-12","10:56:00",-200,"Underlying Price Move Down",-581.52,1,324668.56,1760,"McRib Deluxe - 1 Con",3.26,3.26,0.07,0.067,18.51,19.25,12.78,8.64,0,-72.9
"2023-04-12","09:45:00",4124.35,"1 Apr 12 4055 P BTO 0.40",-40,4091.95,"2023-04-12","16:00:00",0,"Expired",-40,1,327355.84,40,"Blackswan hedge",0,0,0,0,18.84,19.1,12.78,2.63,437.5,-100
"2023-04-12","09:32:00",4131.41,"1 Apr 12 4120 P BTO 7.65 | 1 Apr 12 4120 C BTO 18.40",-2615,4091.95,"2023-04-12","16:00:00",-2805,"Expired",187.5,1,327543.34,2615,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,18.62,19.1,12.78,9.69,23.71,-56.79
"2023-04-11","12:12:00",4116.34,"1 Apr 11 4115 C BTO 6.90 | 1 Apr 11 4195 C BTO 0.05 | 2 Apr 11 4155 C STO 0.15",-670,4108.94,"2023-04-11","16:00:00",0,"Expired",-675,1,324522.58,670,"R2. Jiji ORB Call Butterfly",5,0,0.04,1,18.64,19.19,1.18,6.05,44.03,-100
"2023-04-11","09:45:00",4110.31,"1 Apr 11 4055 P BTO 0.35",-35,4108.94,"2023-04-11","16:00:00",0,"Expired",-35,1,324487.58,35,"Blackswan hedge",0,0,0,0,19.03,19.19,1.18,0.02,0,-100
"2023-04-11","09:35:00",4113.63,"1 Apr 11 4095 P STO 3.00 | 1 Apr 11 4130 C STO 2.80 | 1 Apr 11 4070 P BTO 0.65 | 1 Apr 11 4155 C BTO 0.35",460,4108.94,"2023-04-11","16:00:00",0,"Expired",455,1,324942.58,2040,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.8,1,18.99,19.19,1.18,3.34,100,-14.13
"2023-04-11","09:32:00",4109.4,"1 Apr 11 4095 P STO 4.20 | 1 Apr 11 4070 P BTO 0.95",310,4108.94,"2023-04-11","16:00:00",0,"Expired",307.5,1,325250.08,2190,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,4.42,1,19.18,19.19,1.18,-0.89,100,-40.32
"2023-04-10","15:05:00",4103.37,"1 Apr 12 4060 P STO 9.30 | 1 Apr 12 4145 C STO 8.10 | 1 Apr 14 4060 P BTO 14.90 | 1 Apr 14 4145 C BTO 13.90",-1143,4105.29,"2023-04-12","14:45:00",-1237,"Exited at Specified Time",88.8,1,324757.36,1143,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.6,0.046,19.01,18.79,-19.82,18.17,33.42,-1.14
"2023-04-10","10:13:00",4082.79,"1 Apr 10 4065 P STO 3.40 | 1 Apr 10 4040 P BTO 0.65",260,4109.11,"2023-04-10","16:00:00",0,"Expired",257.5,1,324972.62,2240,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,5.23,1,19.52,18.96,-19.82,-2.41,100,-46.15
"2023-04-10","09:45:00",4080.13,"1 Apr 10 4020 P BTO 0.35",-35,4109.11,"2023-04-10","16:00:00",0,"Expired",-35,1,325299.06,35,"Blackswan hedge",0,0,0,0,19.67,18.96,-19.82,-5.07,28.57,-100
"2023-04-10","09:35:00",4076.22,"1 Apr 10 4055 P STO 3.35 | 1 Apr 10 4095 C STO 3.10 | 1 Apr 10 4030 P BTO 0.65 | 1 Apr 10 4120 C BTO 0.35",525,4109.11,"2023-04-10","16:00:00",1411,"Expired",-891,1,324408.06,1975,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,6.45,156,19.9,18.96,-19.82,-8.98,60,-168.76
"2023-04-10","09:32:00",4075.32,"2 May 26 3850 P STO 37.55 | 1 May 26 3900 P BTO 46.50 | 1 May 26 3750 P BTO 24.20",415,4160.95,"2023-04-14","09:51:00",205,"Profit Target",200,1,338986.04,4585,"BWB Gap Down - Max 3 Open",5,5,1.06,1.053,20.01,17.53,-19.82,-9.88,56.63,-9.64
"2023-04-06","14:31:00",4106.28,"1 Apr 6 4100 P STO 1.80 | 1 Apr 6 4060 P BTO 0.10",160,4105.02,"2023-04-06","16:00:00",0,"Expired",157.5,1,324949.62,3840,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,18,1,18.48,18.42,-9.23,25.13,100,-121.88
"2023-04-06","12:01:00",4096.78,"1 Apr 6 4095 C BTO 8.00 | 1 Apr 6 4175 C BTO 0.05 | 2 Apr 6 4135 C STO 0.20",-770,4105.02,"2023-04-06","16:00:00",-1002,"Expired",227,1,324792.12,770,"R2. Jiji ORB Call Butterfly",5,0,0.05,0.011,18.84,18.42,-9.23,15.63,59.74,-31.17
"2023-04-06","10:06:00",4080.45,"1 Apr 6 4065 P STO 4.40 | 1 Apr 6 4040 P BTO 0.90",335,4105.02,"2023-04-06","16:00:00",0,"Expired",332.5,1,325282.12,2165,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,4.89,1,19.53,18.42,-9.23,-0.7,100,-23.88
"2023-04-06","09:45:00",4072.88,"1 Apr 6 4010 P BTO 0.35",-35,4105.02,"2023-04-06","16:00:00",0,"Expired",-35,1,325247.12,35,"Blackswan hedge",0,0,0,0,19.78,18.42,-9.23,-8.27,0,-100
"2023-04-06","09:35:00",4074.95,"1 Apr 6 4050 P STO 2.95 | 1 Apr 6 4095 C STO 3.00 | 1 Apr 6 4025 P BTO 0.65 | 1 Apr 6 4120 C BTO 0.35",475,4105.02,"2023-04-06","16:00:00",1002,"Expired",-532,1,324715.12,2025,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.95,95,19.84,18.42,-9.23,-6.2,44.21,-150.53
"2023-04-05","15:40:00",4087.17,"1 Apr 6 4085 P STO 12.10 | 1 Apr 6 4125 C STO 1.55 | 1 Apr 10 4085 P BTO 23.90 | 1 Apr 12 4125 C BTO 19.40",-2985,4100.97,"2023-04-06","13:07:00",-3610,"Profit Target",615,1,324565.12,2985,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.32,0.051,19.11,18.72,-6.1,-7.33,21.61,-7.37
"2023-04-05","10:44:00",4083.37,"1 Apr 10 4070 P STO 21.05 | 1 Apr 10 4060 P BTO 17.35",365,4109.11,"2023-04-10","16:00:00",0,"Expired",361.44,1,325334.06,635,"New JonE 42 Delta",3.56,0,1.21,1,19.88,18.96,-6.1,-11.13,100,-23.29
"2023-04-05","09:48:00",4095.08,"2 Apr 14 4030 P STO 20.55 | 2 Apr 14 4155 C STO 18.50 | 2 Apr 28 4030 P BTO 41.20 | 2 Apr 28 4155 C BTO 40.80",-4305,4104.22,"2023-04-13","09:32:00",-4685,"Below Short/Long Ratio",739.52,2,328282.86,8610,"A New 9/23 mod2",14.24,6.24,0.48,0.064,19.53,18.56,-6.1,0.58,13.82,-1.63
"2023-04-05","09:45:00",4093.52,"1 Apr 5 4030 P BTO 0.40",-40,4090.38,"2023-04-05","16:00:00",0,"Expired",-40,1,323257.62,40,"Blackswan hedge",0,0,0,0,19.84,19.08,-6.1,-0.98,25,-100
"2023-04-05","09:35:00",4093.8,"1 Apr 5 4070 P STO 2.95 | 1 Apr 5 4115 C STO 2.55 | 1 Apr 5 4045 P BTO 0.75 | 1 Apr 5 4140 C BTO 0.30",425,4090.38,"2023-04-05","16:00:00",0,"Expired",420,1,323677.62,2075,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,5.24,1,19.69,19.08,-6.1,-0.7,100,-30.59
"2023-04-05","09:32:00",4095.54,"1 Apr 5 4075 P STO 3.90 | 1 Apr 5 4050 P BTO 1.00",275,4090.38,"2023-04-05","16:00:00",0,"Expired",272.5,1,323950.12,2225,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.9,1,19.69,19.08,-6.1,1.04,100,-147.27
"2023-04-04","09:45:00",4119.81,"1 Apr 4 4060 P BTO 0.35",-35,4100.6,"2023-04-04","16:00:00",0,"Expired",-35,1,324505.12,35,"Blackswan hedge",0,0,0,0,19.03,19.04,3.52,-8.22,314.29,-100
